104465	104510
104511	104550
104551	104578
104579	104661
104662	104688
104689	104793
104794	104840
104841	104880
104881	104933
104934	104962
104963	104988
104989	105016
105017	105041
105042	105077
105078	105105
105106	105140
105141	105159
105160	105201
105202	105338
105339	105363
105364	106258
106259	106739
106740	107053
107054	107156
107157	107404
107405	107489
107490	108052
108053	109029
109030	109242
109243	109297
109298	109329
109330	109968
109969	110347
110348	111524
111525	111702
111703	112252
112253	112472
112473	113041
113042	113199
113200	113630
113631	113677
113678	113874
113875	114005
114006	114474
114475	115476
115477	115569
115570	115641
115642	115706
115707	115803
115804	115881
115882	115943
115944	116006
116007	116095
116096	116188
116189	116260
116261	116325
116326	116422
116423	116430
116431	116522
116523	116617
116618	116717
116718	116807
116808	116897
116898	117039
117040	117189
117190	117339
117340	117454
117455	117580
117581	117782
117783	117901
117902	118106
118107	118186
118187	118564
118565	118821
118822	118870
118871	119352
119353	119586
119587	119801
119802	119912
119913	123307
123308	124049
124050	125031
125032	125096
125097	125182
125183	125411
125412	125781
125782	125814
125815	125849
125850	126203
126204	126239
126240	126852
126853	126926
126927	126997
126998	127068
127069	127139
127140	127935
127936	128877
128878	128991
128992	129189
129190	129592
129593	130018
130019	130211
130212	130463
130464	130584
130585	130684
130685	130692
130693	131081
131082	131271
131272	131285
131286	131458
131459	131710
131711	132187
132188	132398
132399	132467
132468	132573
132574	132686
132687	132822
132823	132942
132943	133144
133145	133176
133177	133413
133414	133426
133427	133470
133471	133507
133508	133556
133557	133603
133604	133692
133693	133752
133753	133807
133808	133872
133873	133930
133931	133987
133988	134067
134068	134110
134111	134140
134141	134322
134323	134639
134640	134902
134903	134978
134979	135221
135222	135292
135293	135351
135352	135378
135379	135445
135446	135475
135476	135501
135502	135536
135537	135574
135575	135631
135632	135676
135677	135696
135697	135729
135730	135748
135749	135786
135787	135809
135810	135829
135830	135855
135856	135873
135874	135892
135893	135921
135922	135944
135945	136038
136039	136123
136124	136133
136134	136189
136190	136254
136255	136283
136284	136330
136331	136418
136419	136467
136468	136613
136614	136859
136860	136971
136972	137026
137027	137170
137171	137311
137312	137919
137920	138011
138012	138213
138214	138409
138410	138446
138447	138468
138469	138602
138603	138836
138837	140695
140696	141640
141641	141805
141806	143427
143428	143671
143672	144811
144812	144937
144938	145060
145061	145125
145126	145183
145184	145625
145626	145866
145867	146327
146328	148543
148544	148848
148849	149125
149126	149332
149333	149393
149394	149609
149610	149658
149659	149747
149748	151605
151606	152186
152187	152380
152381	152454
152455	152552
152553	152638
152639	152670
152671	152784
152785	153111
153112	153143
153144	153287
153288	153328
153329	153479
153480	153601
153602	153660
153661	153694
153695	153756
153757	153814
153815	154131
154132	154189
154190	154229
154230	154261
154262	154285
154286	154301
154302	154334
154335	154371
154372	154411
154412	154459
154460	154505
154506	154564
154565	154585
154586	154619
154620	154668
154669	154710
154711	154770
154771	154811
154812	154890
154891	155000
155001	155131
155132	155157
155158	155252
155253	155479
155480	155505
155506	155881
155882	155917
155918	155950
155951	156091
156092	156125
156126	156264
156265	156367
156368	156388
156389	156469
156470	156490
156491	156514
156515	156542
156543	156727
156728	156794
156795	156839
156840	156891
156892	156928
156929	156960
156961	156995
156996	157036
157037	157102
157103	157148
157149	157162
157163	157207
157208	157236
157237	157307
157308	157328
157329	157358
157359	157404
157405	157429
157430	157473
157474	157493
157494	157540
157541	157580
157581	157639
157640	157694
157695	157797
157798	157808
157809	157907
157908	157980
157981	158592
158593	158629
158630	158811
158812	158898
158899	159973
159974	160392
160393	160986
160987	161219
161220	161485
161486	161790
161791	162384
162385	162591
162592	162972
162973	163341
163342	163968
163969	164525
164526	165507
165508	165962
165963	166360
166361	166431
166432	166815
166816	166985
166986	167461
167462	168206
168207	168482
168483	168751
168752	168888
168889	168993
168994	169050
169051	169196
169197	169313
169314	169385
169386	169419
169420	169558
169559	169666
169667	169737
169738	169804
169805	169881
169882	169982
169983	170140
170141	170161
170162	170280
170281	170455
170456	170566
170567	170685
170686	170901
170902	171186
171187	171302
171303	171464
171465	171585
171586	171689
171690	171773
171774	171902
171903	172038
172039	172194
172195	172254
172255	172269
172270	172355
172356	172459
172460	172509
172510	172574
172575	172670
172671	172707
172708	172742
172743	172802
172803	172869
172870	172937
172938	172986
172987	173029
173030	173056
173057	173115
173116	173173
173174	173190
173191	173246
173247	173326
173327	173364
173365	173409
173410	173439
173440	173509
173510	173542
173543	173606
173607	173682
173683	173719
173720	173797
173798	173847
173848	174014
174015	174054
174055	174067
174068	174155
174156	174347
174348	174400
174401	174503
174504	174555
174556	174581
174582	174778
174779	175183
175184	175314
175315	175519
175520	175629
175630	175692
175693	175736
175737	175914
175915	176149
176150	176197
176198	176739
176740	177013
177014	177712
177713	177954
177955	178372
178373	180631
180632	181024
181025	182253
182254	182302
182303	182398
182399	182877
182878	182910
182911	182930
182931	182944
182945	182966
182967	182988
182989	183012
183013	183040
183041	183067
183068	183113
183114	183158
183159	183325
183326	183775
183776	183904
183905	183958
183959	184021
184022	184113
184114	184209
184210	184241
184242	184281
184282	184394
184395	184453
184454	184516
184517	184549
184550	184597
184598	184674
184675	184760
184761	184814
184815	184862
184863	184942
184943	184982
184983	185054
185055	185120
185121	185437
185438	185700
185701	186107
186108	186195
186196	186225
186226	186253
186254	186279
186280	186346
186347	186467
186468	186517
186518	186618
186619	186784
186785	186879
186880	186920
186921	187104
187105	187283
187284	187300
187301	187326
187327	187414
187415	187815
187816	187839
187840	188019
188020	188155
188156	188271
188272	188483
188484	192330
192331	192446
192447	192658
192659	192839
192840	192926
192927	193020
193021	193113
193114	193203
193204	193364
193365	193546
193547	193894
193895	194065
194066	194181
194182	194393
194394	194543
194544	194709
194710	195513
195514	195741
195742	196487
196488	196525
196526	196567
196568	196618
196619	196656
196657	196691
196692	196733
196734	196774
196775	196826
196827	197207
197208	197282
197283	197370
197371	197428
197429	197491
197492	197565
197566	197642
197643	197699
197700	197715
197716	197734
197735	197756
197757	197792
197793	197805
197806	197830
197831	197852
197853	197896
197897	197946
197947	197987
197988	198012
198013	198055
198056	198091
198092	198416
198417	200205
200206	200233
200234	200420
200421	200495
200496	200508
200509	200536
200537	200555
200556	200597
200598	200634
200635	200747
200748	200781
200782	200808
200809	200821
200822	201128
201129	201607
201608	201872
201873	202168
202169	202218
202219	202248
202249	202319
202320	202419
202420	202522
202523	202850
202851	203563
203564	203654
203655	203718
203719	204013
204014	204176
204177	205602
205603	205647
205648	205679
205680	205703
205704	205732
205733	205757
205758	205787
205788	205828
205829	205847
205848	205859
205860	205894
205895	205920
205921	205945
205946	205973
205974	206025
206026	206078
206079	206126
206127	206159
206160	206201
206202	206227
206228	206249
206250	206272
206273	206300
206301	206441
206442	206499
206500	206559
206560	206644
206645	206700
206701	206723
206724	206751
206752	206784
206785	206950
206951	207095
207096	207158
207159	207193
207194	207263
207264	207321
207322	207360
207361	207383
207384	207470
207471	207498
207499	207588
207589	207652
207653	207846
207847	207890
207891	208517
208518	209221
209222	209747
209748	209846
209847	209855
209856	209903
209904	210127
210128	210193
210194	210496
210497	210894
210895	210986
210987	211216
211217	211319
211320	211371
211372	211416
211417	211451
211452	211669
211670	211796
211797	211898
211899	211960
211961	212046
212047	212163
212164	212203
212204	212247
212248	212308
212309	212523
212524	212598
212599	212875
212876	212913
212914	212972
212973	213100
213101	213207
213208	213308
213309	213359
213360	213425
213426	213708
213709	213907
213908	213971
213972	214003
214004	214593
214594	215661
215662	215784
