0	130
131	468
469	651
652	687
688	726
727	830
831	849
850	993
994	1054
1055	1374
1375	1407
1408	1513
1514	1592
1593	3698
3699	4105
4106	5150
5151	5957
5958	6181
6182	6376
6377	6443
6444	6550
6551	6597
6598	6697
6698	6839
6840	7376
7377	7547
7548	7676
7677	7781
7782	7831
7832	7972
7973	8039
8040	8136
8137	8220
8221	8345
8346	8409
8410	8521
8522	9045
9046	9149
9150	9261
9262	9341
9342	9422
9423	9485
9486	9603
9604	9655
9656	9758
9759	9860
9861	9976
9977	10077
10078	10924
10925	11048
11049	11305
11306	11944
11945	12952
12953	13263
13264	13362
13363	13532
13533	14476
14477	14659
14660	15342
15343	15579
15580	15700
15701	16539
16540	16556
16557	16689
16690	16778
16779	17096
17097	17275
17276	17582
17583	17682
17683	17785
17786	17944
17945	18045
18046	18113
18114	18199
18200	18809
18810	18940
18941	18986
18987	19330
19331	19773
19774	19936
19937	20083
20084	20170
20171	20284
20285	26725
26726	26751
26752	26812
26813	26841
26842	26860
26861	26883
26884	26957
26958	27058
27059	27167
27168	27234
27235	27302
27303	27371
27372	27410
27411	27442
27443	28248
28249	28560
28561	29386
29387	29779
29780	30499
30500	31582
31583	32045
32046	32112
32113	32365
32366	33458
33459	33523
33524	33681
33682	33754
33755	33903
33904	33973
33974	34286
34287	34400
34401	34521
34522	34597
34598	34634
34635	34712
34713	34762
34763	34929
34930	34969
34970	35042
35043	35098
35099	35132
35133	35181
35182	35247
35248	35282
35283	35360
35361	35389
35390	35506
35507	35550
35551	35603
35604	35644
35645	35690
35691	35709
35710	35779
35780	35867
35868	35951
35952	36076
36077	36126
36127	36317
36318	36336
36337	36362
36363	36389
36390	36410
36411	36427
36428	36470
36471	36613
36614	36764
36765	36821
36822	36837
36838	36856
36857	36878
36879	36914
36915	36927
36928	36952
36953	36974
36975	37018
37019	37068
37069	37109
37110	37134
37135	37177
37178	37213
37214	37536
37537	37556
37557	37586
37587	37598
37599	37632
37633	37662
37663	37685
37686	37714
37715	37728
37729	37757
37758	37801
37802	37878
37879	37911
37912	37964
37965	37989
37990	38012
38013	38035
38036	38061
38062	38092
38093	38120
38121	38249
38250	38285
38286	38613
38614	38694
38695	38826
38827	38850
38851	38869
38870	38898
38899	38951
38952	39012
39013	39056
39057	39129
39130	39165
39166	39198
39199	39227
39228	39260
39261	39317
39318	39360
39361	39530
39531	39756
39757	42706
42707	42778
42779	43249
43250	43515
43516	43637
43638	43773
43774	43872
43873	44031
44032	44172
44173	44321
44322	44918
44919	44960
44961	45103
45104	45162
45163	45216
45217	45413
45414	46013
46014	46079
46080	46248
46249	46308
46309	46709
46710	47788
47789	47950
47951	48135
48136	48222
48223	48866
48867	48920
48921	48960
48961	48988
48989	49071
49072	49098
49099	49203
49204	49250
49251	49290
49291	49343
49344	49372
49373	49398
49399	49426
49427	49451
49452	49487
49488	49515
49516	49550
49551	49569
49570	49611
49612	49748
49749	49773
49774	49851
49852	49953
49954	50015
50016	50264
50265	50343
50344	50405
50406	50469
50470	50537
50538	50667
50668	51564
51565	52014
52015	52331
52332	52594
52595	52946
52947	53006
53007	53048
53049	53090
53091	53112
53113	53194
53195	53281
53282	53294
53295	53323
53324	53363
53364	53416
53417	53450
53451	53483
53484	53521
53522	53572
53573	53612
53613	53620
53621	53663
53664	53704
53705	53751
53752	53895
53896	53967
53968	54583
54584	55096
55097	55247
55248	55365
55366	55453
55454	55823
55824	55895
55896	55981
55982	56025
56026	56202
56203	56303
56304	56372
56373	56437
56438	57115
57116	57490
57491	57640
57641	57713
57714	57807
57808	58028
58029	58121
58122	58237
58238	58489
58490	59021
59022	59589
59590	59776
59777	60092
60093	60583
60584	61203
61204	61725
61726	62114
62115	62358
62359	62523
62524	62607
62608	62734
62735	62858
62859	63017
63018	63099
63100	63214
63215	63287
63288	63371
63372	63497
63498	63631
63632	63748
63749	63908
63909	64204
64205	64476
64477	64587
64588	64790
64791	64936
64937	65138
65139	66338
66339	66397
66398	66478
66479	66599
66600	66750
66751	66851
66852	66938
66939	67421
67422	67674
67675	67942
67943	68127
68128	68508
68509	68745
68746	68834
68835	69322
69323	69869
69870	70080
70081	70466
70467	71115
71116	71362
71363	71994
71995	72307
72308	72370
72371	72753
72754	73246
73247	73334
73335	73540
73541	73966
73967	74159
74160	74411
74412	74532
74533	74632
74633	74640
74641	76494
76495	76720
76721	76864
76865	76927
76928	76962
76963	77032
77033	77090
77091	77129
77130	77152
77153	77239
77240	77267
77268	77357
77358	77421
77422	77469
77470	77615
77616	78256
78257	78512
78513	78556
78557	78608
78609	78645
78646	78677
78678	78712
78713	78753
78754	78819
78820	78865
78866	78879
78880	78924
78925	78953
78954	79024
79025	79045
79046	79075
79076	79121
79122	79146
79147	79190
79191	79210
79211	79257
79258	79297
79298	79356
79357	79411
79412	79591
79592	80174
80175	80196
80197	80224
80225	80321
80322	80329
80330	80383
80384	80420
80421	80440
80441	80459
80460	80495
80496	80531
80532	80543
80544	80591
80592	80692
80693	80784
80785	80889
80890	80932
80933	80989
80990	81036
81037	81049
81050	81074
81075	81102
81103	81115
81116	81208
81209	81226
81227	81267
81268	81325
81326	81376
81377	82598
82599	82820
82821	82947
82948	83094
83095	83425
83426	83794
83795	84361
84362	84409
84410	84523
84524	84607
84608	84668
84669	84730
84731	84803
84804	84873
84874	84922
84923	84948
84949	85135
85136	85345
85346	85383
85384	85459
85460	85604
85605	85789
85790	85967
85968	86059
86060	86646
86647	86835
86836	87436
87437	87969
87970	88531
88532	88714
88715	88898
88899	88991
88992	89082
89083	89339
89340	89714
89715	89868
89869	90253
90254	90340
90341	90404
90405	90667
90668	90783
90784	90851
90852	90902
90903	90923
90924	90967
90968	91142
91143	91199
91200	91234
91235	91304
91305	91314
91315	91370
91371	91434
91435	91464
91465	91511
91512	91598
91599	92061
92062	92902
92903	94202
94203	95403
95404	96146
96147	96282
96283	96916
96917	97003
97004	97201
97202	97472
97473	97758
97759	98188
98189	98504
98505	98592
98593	98677
98678	98736
98737	98787
98788	98821
98822	98945
98946	99108
99109	99215
99216	99279
99280	99381
99382	99459
99460	99557
99558	99742
99743	99974
99975	100066
100067	100949
100950	101268
101269	102224
102225	102513
102514	102587
102588	102601
102602	102627
102628	102641
102642	102656
102657	102670
102671	102696
102697	102821
102822	102968
102969	103269
103270	103566
103567	103644
103645	103681
103682	103759
103760	103809
103810	104016
104017	104464
